id, code,       bunban,     title,      credit,     day_time,   prof,       num_of_std, english,    abeek,      notice,     comment,    year, semester,   dept       
NULL,LAW3061,02,상법총론,3,"화,목 12:00~13:15 D504",장덕조,46,,,,,2008,FAL,LAW
NULL,LAW3062,01,회사법,3,"월 09:00~10:15 D303A , 수 10:30~11:45",이상복,17,,,,,2008,FAL,LAW
NULL,LAW3063,01,유가증권법,3,"화,목 15:00~16:15 D303A",윤광균,8,,,,,2008,FAL,LAW
NULL,LAW3064,01,보험법및해상법,3,"화,목 13:30~14:45 D201B",신인식,13,,,,,2008,FAL,LAW
NULL,LAW3071,01,국제법I,3,"화,목 16:30~17:45 X234",오승진,103,,,,,2008,FAL,LAW
NULL,LAW3100,01,민사소송법I,3,"수,금 13:30~14:45 D201B",김상수,18,,,,,2008,FAL,LAW
NULL,LAW3123,01,집단적노사관계법,3,"화,목 15:00~16:15 D301",김재훈,29,,,,,2008,FAL,LAW
NULL,LAW3133,01,국제경제법,3,"화,목 10:30~11:45 D301",왕상한,80,,,,,2008,FAL,LAW
NULL,LAW3144,01,시장경제와법,3,"월 10:30~11:45 D401A , 수 12:00~13:15",홍대식,16,,,,,2008,FAL,LAW
NULL,LAW3160,01,세법실무,3,"화,목 16:30~17:45 D303A",김영심,21,,,,,2008,FAL,LAW
NULL,LAW3162,01,지적소유권법,3,"수,금 15:00~16:15 D401A",박준우,18,,,,,2008,FAL,LAW
NULL,LAW4014,01,비교헌법,3,"월 10:30~11:45 D302 , 수 12:00~13:15",임지봉,36,O,,,영어강의,2008,FAL,LAW
NULL,LAW4147,01,행정구제법,3,"월,금 16:30~17:45 D303A",이은기,10,,,,사이버 강의 10%,2008,FAL,LAW
NULL,LAW4151,01,英法원강,3,"월 15:00~16:15 D401A , 수 16:30~17:45",박용철,11,O,,,영어강의,2008,FAL,LAW
NULL,LAW4164,01,브랜드경영과법,3,"월,금 16:30~17:45 D301",박준우,18,,,,,2008,FAL,LAW
NULL,LAW4185,01,행정법연습,3,"수,금 13:30~14:45 D303B",정하중,16,,,,,2008,FAL,LAW
NULL,LAW4190,01,민사소송법연습,3,"수,금 15:00~16:15 D201B",김상수,14,,,,,2008,FAL,LAW
NULL,LAW4199,01,졸업시험,3,일 00:00~00:00,김광수,49,,,,,2008,FAL,LAW
NULL,MAT1060,01,미적분학실습II,1,화 13:00~14:50 RA205,이용남,14,,,,Mathematica II,2008,FAL,MAT
NULL,MAT1060,02,미적분학실습II,1,화 15:00~16:50 RA205,이용남,18,,,,Mathematica II,2008,FAL,MAT
NULL,MAT1060,03,미적분학실습II,1,화 17:00~18:50 RA205,이용남,14,,,,Mathematica II,2008,FAL,MAT
NULL,MAT1060,04,미적분학실습II,1,월 17:00~18:50 RA601,임경수,16,,,,MATLAB II,2008,FAL,MAT
NULL,MAT1060,05,미적분학실습II,1,수 13:00~14:50 RA601,임경수,13,,,,MATLAB II,2008,FAL,MAT
NULL,MAT1060,06,미적분학실습II,1,수 17:00~18:50 RA601,임경수,10,,,,MATLAB II,2008,FAL,MAT
NULL,MAT1060,07,미적분학실습II,1,화 15:00~17:00 RA601,신창언,14,,,,,2008,FAL,MAT
NULL,MAT2010,01,집합론,3,"월 09:00~10:15 K212 , 수 10:30~11:45",김영경,59,,O,,,2008,FAL,MAT
NULL,MAT2110,01,선형대수학,3,"화,목 10:30~11:45 RA406B",이재권,57,,O,,,2008,FAL,MAT
NULL,MAT2110,02,선형대수학,3,"수,금 15:00~16:15 RA408",이영란,52,O,O,,8.10자 영어강의,2008,FAL,MAT
NULL,MAT2110,03,선형대수학,3,"수,금 09:00~10:15 K307",조성희,54,,O,,,2008,FAL,MAT
NULL,MAT2120,01,정수론,3,"화,목 10:30~11:45 RA408",김대산,74,O,O,,영어강의,2008,FAL,MAT
NULL,MAT2120,02,정수론,3,"월 13:30~14:45 , 금 12:00~13:15 K307",조성희,58,,O,,,2008,FAL,MAT
NULL,MAT2220,01,고등미적분학II,3,"월 09:00~10:15 RA408 , 수 10:30~11:45",박성호,56,,,,,2008,FAL,MAT
NULL,MAT2230,01,미분방정식,3,"화,목 12:00~13:15 RA408",신창언,50,O,,,영어강의,2008,FAL,MAT
NULL,MAT2230,02,미분방정식,3,"화,목 12:00~13:15 K209",안소영,22,,,,,2008,FAL,MAT
NULL,MAT2420,01,응용수학II,3,"화,목 09:00~10:15 K203",문준혁,43,O,O,화공생명공학전공(가능),"화공홀수학번,영어강의",2008,FAL,MAT
NULL,MAT2420,02,응용수학II,3,"화,목 10:30~11:45 K203",문준혁,96,O,O,화공생명공학전공(가능),"화공짝수학번,영어강의",2008,FAL,MAT
NULL,MAT2420,03,응용수학II,3,"월 15:00~16:15 K209 , 수 16:30~17:45",조성희,28,,O,컴퓨터공학전공(가능),컴퓨터공학전공대상,2008,FAL,MAT
NULL,MAT2420,04,응용수학II,3,"월 12:00~13:15 K307 , 금 10:30~11:45 K307",조성희,62,,O,컴퓨터공학전공(가능),컴퓨터공학전공대상,2008,FAL,MAT
NULL,MAT2420,05,응용수학II,3,"월,금 16:30~17:45 RA308",임경필,36,,O,"전자공학전공,기계공학전공(가능)","전자공학,기계공학전공자대상",2008,FAL,MAT
NULL,MAT2420,06,응용수학II,3,"수,금 09:00~10:15 RA408",이영란,67,,O,"전자공학전공,기계공학전공(가능)","전자공학,기계공학전공자대상",2008,FAL,MAT
NULL,MAT2420,07,응용수학II,3,"화,목 16:30~17:45 RA408",강유태,12,,O,"전자공학전공,기계공학전공(가능)","전자공학,기계공학전공자대상",2008,FAL,MAT
NULL,MAT2420,08,응용수학II,3,"화,목 15:00~16:15 RA408",강유태,54,,O,"전자공학전공,기계공학전공(가능)","전자공학,기계공학전공자대상",2008,FAL,MAT
NULL,MAT3020,01,통계학입문,3,"수,금 15:00~16:15 K304",임경필,71,,O,,,2008,FAL,MAT
NULL,MAT3410,01,확률론입문,3,"월 12:00~13:15 , 금 10:30~11:45 RA408",김현석,48,,,,,2008,FAL,MAT
NULL,MAT3420,01,금융수학,3,"월 15:00~16:15 RA408 , 수 16:30~17:45",조상현,40,,,,,2008,FAL,MAT
NULL,MAT4120,01,추상대수학II,3,"수,금 13:30~14:45 RA408",오영탁,21,,,,,2008,FAL,MAT
NULL,MAT4220,01,복소수함수론II,3,"월 10:30~11:45 RA408 , 수 12:00~13:15",조상현,17,,,,,2008,FAL,MAT
NULL,MAT4320,01,위상수학개론I,3,"화,목 13:30~14:45 RA406B",하구용,41,,,,,2008,FAL,MAT
NULL,MAT5110,01,고급선형대수학,3,"화,목 15:00~16:15 AS414",김대산,18,O,,,"영어강의,학석사공용과목",2008,FAL,MAT
NULL,MAT5220,01,실해석학Ⅱ,3,"화,목 12:00~13:15 R1418",박성호,12,,,,학석사공용과목,2008,FAL,MAT
NULL,MAT5320,01,위상수학개론II,3,"화,목 10:30~11:45 R1418",홍성사,13,,,,학석사공용과목,2008,FAL,MAT
NULL,PHY1001,01,일반물리I,3,"화,목 15:00~16:15 RA410",정명화,19,O,O,,영어강의,2008,FAL,PHY
NULL,PHY1002,01,일반물리II,3,"월 09:00~10:15 RA406B , 수 10:30~11:45",홍성식,42,,O,,,2008,FAL,PHY
NULL,PHY1002,02,일반물리II,3,"화,목 09:00~10:15 RA406B",박영재,54,,O,,,2008,FAL,PHY
NULL,PHY1002,03,일반물리II,3,"월 10:30~11:45 RA406B , 수 12:00~13:15",정명화,81,,O,,,2008,FAL,PHY
NULL,PHY1002,04,일반물리II,3,"화,목 10:30~11:45 RA308",김도석,77,,O,,,2008,FAL,PHY
NULL,PHY1002,05,일반물리II,3,"수,금 09:00~10:15 RA406B",이기진,23,,O,,,2008,FAL,PHY
NULL,PHY1002,06,일반물리II,3,"화,목 12:00~13:15 RA410",정명화,45,,O,,,2008,FAL,PHY
NULL,PHY1002,07,일반물리II,3,"화,목 13:30~14:45 RA308",박정혁,83,,O,,,2008,FAL,PHY
NULL,PHY1002,08,일반물리II,3,"수,금 13:30~14:45 RA406B",김칠민,43,,O,,,2008,FAL,PHY
NULL,PHY1101,01,일반물리실험I,1,금 13:00~14:50,이현철,15,,O,,승인과목으로 변경(사전수요조사미참가자는개강후수강허가로수강신청가능),2008,FAL,PHY
NULL,PHY1101,02,일반물리실험I,1,금 15:00~16:50,김현정,13,,O,,승인과목으로 변경(사전수요조사미참가자는개강후수강허가로수강신청가능),2008,FAL,PHY
NULL,PHY1102,01,일반물리실험II,1,월 13:00~14:50 R103,김도석,9,,O,,,2008,FAL,PHY
NULL,PHY1102,02,일반물리실험II,1,월 15:00~16:50 R103,이현철,13,,O,,,2008,FAL,PHY
NULL,PHY1102,03,일반물리실험II,1,월 17:00~18:50 R103,김원태,11,,O,,,2008,FAL,PHY
NULL,PHY1102,04,일반물리실험II,1,화 13:00~14:50 R103,김원태,10,,O,,,2008,FAL,PHY
NULL,PHY1102,05,일반물리실험II,1,화 15:00~16:50 R103,이기진,16,,O,,,2008,FAL,PHY
NULL,PHY1102,06,일반물리실험II,1,화 17:00~18:50 R103,김현정,15,,O,,,2008,FAL,PHY
NULL,PHY1102,07,일반물리실험II,1,수 13:00~14:50 R103,김원태,13,,O,,,2008,FAL,PHY
NULL,PHY1102,08,일반물리실험II,1,수 15:00~16:50 R103,김원태,15,,O,,,2008,FAL,PHY
NULL,PHY1102,09,일반물리실험II,1,수 17:00~18:50 R103,김원태,15,,O,,,2008,FAL,PHY
NULL,PHY1102,10,일반물리실험II,1,목 13:00~14:50 R103,김현정,9,,O,,,2008,FAL,PHY
NULL,PHY1102,11,일반물리실험II,1,목 15:00~16:50 R103,박영재,15,,O,,,2008,FAL,PHY
NULL,PHY1102,12,일반물리실험II,1,목 17:00~18:50 R103,이기진,16,,O,,,2008,FAL,PHY
NULL,PHY1102,13,일반물리실험II,1,금 13:00~14:50 R103,김원태,15,,O,,,2008,FAL,PHY
NULL,PHY1102,14,일반물리실험II,1,금 15:00~16:50 R103,김원태,12,,O,,,2008,FAL,PHY
NULL,PHY1102,15,일반물리실험II,1,월 13:00~14:50 R107,박영재,8,,O,,,2008,FAL,PHY
NULL,PHY1102,16,일반물리실험II,1,월 15:00~16:50 R107,박영재,15,,O,,,2008,FAL,PHY
NULL,PHY1102,17,일반물리실험II,1,월 17:00~18:50 R107,박영재,12,,O,,,2008,FAL,PHY
NULL,PHY1102,18,일반물리실험II,1,화 13:00~14:50 R107,박영재,10,,O,,,2008,FAL,PHY
NULL,PHY1102,19,일반물리실험II,1,화 15:00~16:50 R107,김현정,16,,O,,,2008,FAL,PHY
NULL,PHY1102,20,일반물리실험II,1,화 17:00~18:50 R107,박영재,15,,O,,,2008,FAL,PHY
NULL,PHY1102,21,일반물리실험II,1,수 13:00~14:50 R107,이현철,16,,O,,,2008,FAL,PHY
NULL,PHY1102,22,일반물리실험II,1,수 15:00~16:50 R107,김현정,16,,O,,,2008,FAL,PHY
NULL,PHY1102,23,일반물리실험II,1,수 17:00~18:50 R107,이현철,16,,O,,,2008,FAL,PHY
NULL,PHY1102,24,일반물리실험II,1,목 13:00~14:50 R107,박영재,11,,O,,,2008,FAL,PHY
NULL,PHY1102,25,일반물리실험II,1,목 15:00~16:50 R107,이현철,16,,O,,,2008,FAL,PHY
NULL,PHY1102,26,일반물리실험II,1,목 17:00~18:50 R107,이현철,14,,O,,,2008,FAL,PHY
NULL,PHY2004,01,전자기학II,3,"화,목 10:30~11:45 R404",이현철,40,O,,,영어강의,2008,FAL,PHY
NULL,PHY2006,01,수리물리학II,3,"화,목 12:00~13:15 RA406B",신현준,21,O,,,영어강의,2008,FAL,PHY
NULL,PHY2007,01,전자물리학I,2,"월 10:30~11:20 , 수 12:00~12:50 RA410",이기진,33,,,,,2008,FAL,PHY
NULL,PHY2009,01,현대물리학,3,"월 09:00~10:15 K307 , 수 10:30~11:45",정현식,50,O,,,영어강의,2008,FAL,PHY
NULL,PHY2102,01,실험물리학II,2,월 15:00~18:50 R110,이기진,12,,,,,2008,FAL,PHY
NULL,PHY2102,02,실험물리학II,2,수 15:00~18:50 R110,이기진,11,,,,,2008,FAL,PHY
NULL,PHY2102,03,실험물리학II,2,금 15:00~18:50 R110,이기진,11,,,,,2008,FAL,PHY
NULL,PHY3002,01,양자물리학II,3,"화,목 15:00~16:15 RA406B",김원태,33,,,,,2008,FAL,PHY
NULL,PHY3004,01,통계물리학,3,"화,목 13:30~14:45 RA410",김도석,35,O,,,영어강의,2008,FAL,PHY
NULL,PHY3102,01,실험물리학Ⅳ,2,월 15:00~18:50 R108,김도석,8,,,,,2008,FAL,PHY
NULL,PHY3102,02,실험물리학Ⅳ,2,수 15:00~18:50 R108,김도석,10,,,,,2008,FAL,PHY
NULL,PHY3102,03,실험물리학Ⅳ,2,금 15:00~18:50 R108,김도석,10,,,,,2008,FAL,PHY
NULL,PHY4002,01,고체물리학II,3,"화,목 09:00~10:15 RA410",이성익,6,,,,,2008,FAL,PHY
NULL,PHY4003,01,현대광학I,3,"수,금 13:30~14:45 K209",김현정,20,O,,,영어강의,2008,FAL,PHY
NULL,PHY4008,01,전산물리학II,3,목 18:00~21:50 R106,윤영운,10,,,,,2008,FAL,PHY
NULL,PHY4201,01,특수연구,3,일 00:00~00:00,,24,,,,,2008,FAL,PHY
NULL,PHY5003,01,통계역학,3,"화,목 10:30~11:45 RA406A",이범훈,10,O,,,학석사공용과목,2008,FAL,PHY
NULL,CHM1002,01,일반화학II,3,"월 09:00~10:15 RA410 , 수 10:30~11:45",신운섭,45,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1002,02,일반화학II,3,"월 10:30~11:45 K305 , 수 12:00~13:15",성봉준,90,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1002,03,일반화학II,3,"월 12:00~13:15 K304 , 금 10:30~11:45",이원구,61,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1002,04,일반화학II,3,"월 13:30~14:45 RA410 , 금 12:00~13:15",서원석,74,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1002,05,일반화학II,3,"화,목 09:00~10:15 K309",강영수,13,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1002,06,일반화학II,3,"화,목 13:30~14:45 K304",오한빈,69,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1002,07,일반화학II,3,"수,금 09:00~10:15 RA410",허남회,73,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1002,08,일반화학II,3,"수,금 13:30~14:45 K309",소현수,32,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,01,일반화학실험II,1,월 13:30~16:15 R114,신관우,19,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,02,일반화학실험II,1,월 13:30~16:15 R117,이덕환,17,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,03,일반화학실험II,1,월 16:30~19:15 R114,이덕환,18,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,04,일반화학실험II,1,월 16:30~19:15 R117,서원석,17,,O,자연과학부(불가),공학부및기타,2008,FAL,CHM
NULL,CHM1052,05,일반화학실험II,1,화 13:30~16:15 R114,신운섭,21,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,06,일반화학실험II,1,화 13:30~16:15 R117,허남회,22,,O,자연과학부(불가),공학부및기타,2008,FAL,CHM
NULL,CHM1052,07,일반화학실험II,1,화 16:30~19:15 R114,신운섭,17,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,08,일반화학실험II,1,화 16:30~19:15 R117,신관우,23,,O,자연과학부(불가),공학부및기타,2008,FAL,CHM
NULL,CHM1052,09,일반화학실험II,1,수 13:30~16:15 R114,허남회,19,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,10,일반화학실험II,1,수 13:30~16:15 R117,이덕환,21,,O,자연과학부(불가),공학부및기타,2008,FAL,CHM
NULL,CHM1052,11,일반화학실험II,1,목 13:30~16:15 R114,성봉준,22,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,12,일반화학실험II,1,목 13:30~16:15 R117,신운섭,21,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1052,13,일반화학실험II,1,목 16:30~19:15 R114,오한빈,22,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,14,일반화학실험II,1,목 16:30~19:15 R117,신관우,13,,O,자연과학부(불가),공학부및기타,2008,FAL,CHM
NULL,CHM1052,15,일반화학실험II,1,금 13:30~16:15 R114,신관우,14,,,자연과학부(가능),자연과학부,2008,FAL,CHM
NULL,CHM1052,16,일반화학실험II,1,금 13:30~16:15 R117,허남회,16,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1052,17,일반화학실험II,1,금 16:30~19:15 R114,오한빈,15,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM1052,18,일반화학실험II,1,금 16:30~19:15 R117,소현수,17,,O,,공학부및기타,2008,FAL,CHM
NULL,CHM2102,01,기기분석,3,"화,목 10:30~11:45 RA410",신관우,47,O,,,영어강의,2008,FAL,CHM
NULL,CHM2152,01,기기분석실험,2,수 15:00~18:50 R115,신관우,17,,,,,2008,FAL,CHM
NULL,CHM2201,01,물리화학I,3,"화,목 10:30~11:45 K304",강영수,75,O,,,영어강의,2008,FAL,CHM
NULL,CHM2202,01,물리화학II,3,"수,금 13:30~14:45",오한빈,5,O,,,,2008,FAL,CHM
NULL,CHM2203,01,물리화학III,3,"수,금 13:30~14:45 K307",오한빈,24,O,,,영어강의,2008,FAL,CHM
NULL,CHM2252,01,물리화학실험II,2,월 15:00~18:50 R119,오한빈,12,,,,,2008,FAL,CHM
NULL,CHM2302,01,유기화학II,3,"화,목 09:00~10:15 R404",이덕형,92,,,,,2008,FAL,CHM
NULL,CHM2351,01,유기화학실험I,2,월 15:00~18:50 R113,이덕형,12,,,,,2008,FAL,CHM
NULL,CHM2351,02,유기화학실험I,2,화 15:00~18:50 R113,이덕형,20,,,,,2008,FAL,CHM
NULL,CHM2351,03,유기화학실험I,2,수 15:00~18:50 R113,이원구,19,,,,,2008,FAL,CHM
NULL,CHM2351,04,유기화학실험I,2,목 15:00~18:50 R113,이원구,17,,,,,2008,FAL,CHM
NULL,CHM2401,01,무기화학I,3,"수,금 09:00~10:15 K304",윤경병,69,O,,,영어강의,2008,FAL,CHM
NULL,CHM2501,01,고분자화학,3,"화,목 15:00~16:15 K304",신관우,21,O,,,영어강의,2008,FAL,CHM
NULL,CHM2601,01,생화학I,3,"월 09:00~10:15 K209 , 수 10:30~11:45",조규봉,47,O,,,영어강의,2008,FAL,CHM
NULL,CHM4052,01,연구프로젝트II,3,일 00:00~00:00,윤경병,6,,,,,2008,FAL,CHM
NULL,CHM5302,01,고급유기화학Ⅱ,3,"월 13:30~14:45 K406 , 금 12:00~13:15 K406",이원구,21,,,,학석사공용과목,2008,FAL,CHM
NULL,CHM5401,01,고급무기화학,3,"월 12:00~13:15 K107 , 금 10:30~11:45 K107",서원석,14,O,,,"영어강의,학석사공용과목",2008,FAL,CHM
NULL,BIO1102,01,일반생물학II,3,"월 12:00~13:15 K309 , 금 10:30~11:45",이정하,39,,,,,2008,FAL,BIO
NULL,BIO1102,02,일반생물학II,3,"화,목 09:00~10:15 K402",한징택,94,,,,,2008,FAL,BIO
NULL,BIO1102,03,일반생물학II,3,"화,목 12:00~13:15 K402",한징택,93,,,,,2008,FAL,BIO
NULL,BIO1102,04,일반생물학II,3,"화,목 13:30~14:45 K309",남영우,4,O,O,공학부(가능),"영어강의,공학부전용분반",2008,FAL,BIO
NULL,BIO1102,05,일반생물학II,3,"수,금 09:00~10:15 K309",김원선,13,,O,공학부(가능),공학부전용분반,2008,FAL,BIO
NULL,BIO1106,01,일반생물학실험II,1,월 13:30~16:15 R204,정광환,18,,,,,2008,FAL,BIO
NULL,BIO1106,02,일반생물학실험II,1,월 16:30~19:15 R204,정광환,17,,,,,2008,FAL,BIO
NULL,BIO1106,03,일반생물학실험II,1,화 13:30~16:15 R204,한징택,18,,,,,2008,FAL,BIO
NULL,BIO1106,04,일반생물학실험II,1,화 16:30~19:15 R204,한징택,14,,,,,2008,FAL,BIO
NULL,BIO1106,05,일반생물학실험II,1,수 13:30~16:15 R204,이갑열,18,,,,,2008,FAL,BIO
NULL,BIO1106,06,일반생물학실험II,1,수 16:30~19:15 R204,김원선,13,,,,,2008,FAL,BIO
NULL,BIO1106,07,일반생물학실험II,1,목 13:30~16:15 R204,김성룡,18,,,,,2008,FAL,BIO
NULL,BIO1106,08,일반생물학실험II,1,목 16:30~19:15 R204,이갑열,10,,,,,2008,FAL,BIO
NULL,BIO1106,09,일반생물학실험II,1,금 13:30~16:15 R204,신형두,17,,,,,2008,FAL,BIO
NULL,BIO1106,10,일반생물학실험II,1,금 16:30~19:15 R204,신형두,11,,,,,2008,FAL,BIO
NULL,BIO2122,01,현대생물학실험II,2,월 13:30~17:15 R208,이정국,19,,,,,2008,FAL,BIO
NULL,BIO2122,02,현대생물학실험II,2,화 13:30~17:15 R208,김건수,22,,,,,2008,FAL,BIO
NULL,BIO2122,03,현대생물학실험II,2,수 13:30~17:15 R208,이병하,19,,,,,2008,FAL,BIO
NULL,BIO2122,04,현대생물학실험II,2,목 13:30~17:15 R208,김정호,21,,,,,2008,FAL,BIO
NULL,BIO2122,05,현대생물학실험II,2,금 13:30~17:15 R208,주봉건,19,,,,,2008,FAL,BIO
NULL,BIO2130,01,기초생화학,3,"수,금 15:00~16:15 RA410",신성호,24,,,,,2008,FAL,BIO
NULL,BIO2132,01,생화학II,3,"월 09:00~10:15 RA308 , 수 10:30~11:45",이정국,40,,,,,2008,FAL,BIO
NULL,BIO2132,02,생화학II,3,"월 09:00~10:15 K309 , 수 10:30~11:45",남영우,28,,,,,2008,FAL,BIO
NULL,BIO2151,01,분자생물학,3,"월 10:30~11:45 K404 , 수 12:00~13:15",양재명,77,,,,,2008,FAL,BIO
NULL,BIO3123,01,현대생물학실험III,2,수 13:30~17:15 R210,김성룡,9,,,,,2008,FAL,BIO
NULL,BIO3123,02,현대생물학실험III,2,금 13:30~17:15 R210,김원선,9,,,,,2008,FAL,BIO
NULL,BIO3124,01,현대생물학실험IV,2,월 13:30~17:15 R210,양재명,7,,,,,2008,FAL,BIO
NULL,BIO3124,02,현대생물학실험IV,2,화 13:30~17:15 R210,이정하,10,,,,,2008,FAL,BIO
NULL,BIO3511,01,식물생리학,3,"화,목 09:00~10:15 RA308",김성룡,16,,,,,2008,FAL,BIO
NULL,BIO3671,01,일반생태학,3,월 16:30~19:15 RA406B,이창석,40,,,,,2008,FAL,BIO
NULL,BIO3711,01,미생물학,3,"화,목 10:30~11:45 K404",김건수,57,,,,,2008,FAL,BIO
NULL,BIO4211,01,생명공학개론,3,"월 10:30~11:45 RA308 , 수 12:00~13:15","이정국,이갑열,이병하",33,,,,,2008,FAL,BIO
NULL,BIO4441,01,분자세포생물학,3,"수,금 09:00~10:15 RA308",김정호,49,,,,,2008,FAL,BIO
NULL,BIO4911,01,최신생명과학탐색,2,"수,금 13:30~14:20 RA308","이정하,주봉건",5,O,,,영어강의,2008,FAL,BIO
NULL,BIO4921,01,특수연구,3,일 00:00~00:00,이정국,6,,,,,2008,FAL,BIO
NULL,BIO5152,01,고급분자생물학,3,"수,금 09:00~10:15 K305",주봉건,19,O,,,학석사공용과목,2008,FAL,BIO
NULL,BIO5231,01,생물리학,3,"화,목 10:30~11:45 K309",정광환,9,O,,,"영어강의,학석사공용과목",2008,FAL,BIO
NULL,BIO5252,01,생물정보학,3,"월 09:00~10:15 AS111 , 수 10:30~11:45 AS111",신형두,25,O,,,학석사공용과목,2008,FAL,BIO
NULL,BIO5351,01,면역학,3,"월 12:00~13:15 RA308 , 금 10:30~11:45 RA308",이갑열,22,O,,,"영어강의,학석사공용과목",2008,FAL,BIO
NULL,EEE2032,01,공학입문설계,2,"화,목 12:00~12:50 AS414",윤상원,31,,O,,"2008학번 학번이 1,3,5로 끝나는학생만 수강",2008,FAL,EEE
NULL,EEE2032,02,공학입문설계,2,"화,목 12:00~12:50 AS305",소재우,27,,O,,"2008학번 학번이 2,4,6으로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2032,03,공학입문설계,2,"화,목 12:00~12:50 K406",김경환,42,,O,,"2008학번 학번이 7,8,9,0으로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2032,04,공학입문설계,2,"수,금 13:30~14:20 AS414",소재우,38,,O,,2008학번 이전학번,2008,FAL,EEE
NULL,EEE2042,01,기초전자공학설계,2,"수,금 13:30~14:20 AS414",소재우,13,,O,,공학입문설계4반(EEE2032-04)과합반수업,2008,FAL,EEE
NULL,EEE2052,01,디지털논리회로실험,2,월 15:00~18:50 R708,이쾌희,25,,O,,,2008,FAL,EEE
NULL,EEE2052,02,디지털논리회로실험,2,화 15:00~18:50 R708,박래홍,22,,O,,실험강의 19:00-20:30,2008,FAL,EEE
NULL,EEE2052,03,디지털논리회로실험,2,수 15:00~18:50 R708,황선영,25,,O,,,2008,FAL,EEE
NULL,EEE2052,04,디지털논리회로실험,2,목 15:00~18:50 R708,김경환,26,,O,,,2008,FAL,EEE
NULL,EEE2052,05,디지털논리회로실험,2,금 15:00~18:50 R708,송태경,20,,O,,,2008,FAL,EEE
NULL,EEE2052,06,디지털논리회로실험,2,토 15:00~18:50 R708,김경환,27,,O,,,2008,FAL,EEE
NULL,EEE2102,01,전자장론II,3,"화,목 13:30~14:45 AS414",윤상원,32,,O,,,2008,FAL,EEE
NULL,EEE2112,01,회로이론II,3,"월 12:00~13:15 , 금 10:30~11:45 R404",지용,51,,O,,"학번이 1,3,5로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2112,02,회로이론II,3,"월 10:30~11:45 AS414 , 수 12:00~13:15",박형민,73,O,O,,"학번이 2,4,6으로 끝나는 학생만 수강,영어강의",2008,FAL,EEE
NULL,EEE2112,03,회로이론II,3,"수,금 09:00~10:15 AS414",이행선,52,,O,,"학번이 7,8,9,0으로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2120,01,물리전자공학I,3,"화,목 12:00~13:15 K405",안철,41,,O,,"학번이 1,3,5로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2120,02,물리전자공학I,3,"월 13:30~14:45 , 금 12:00~13:15 R404",지용,86,,O,,"학번이 2,4,6으로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2120,03,물리전자공학I,3,"화,목 12:00~13:15 K407",윤광석,54,O,O,,"학번이 7,8,9,0으로 끝나는 학생만 수강,영어강의",2008,FAL,EEE
NULL,EEE2129,01,기초디자인프로젝트,2,토 13:00~14:50 K304,오성찬,7,,O,,,2008,FAL,EEE
NULL,EEE2153,02,신호및시스템,3,"화,목 09:00~10:15 K405",박래홍,59,,O,,"학번이 2,4,6으로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE2153,03,신호및시스템,3,"화,목 10:30~11:45 K405",박래홍,74,,O,,"학번이 7,8,9,0으로끝나는학생만수강",2008,FAL,EEE
NULL,EEE2153,04,신호및시스템,3,"화,목 09:00~10:15 K406",김영록,35,O,O,,"영어강의,학번이 1,3,5로 끝나는 학생만 수강",2008,FAL,EEE
NULL,EEE3132,01,전자회로II,3,"수,금 13:30~14:45 R404",이승훈,94,,O,,홀수학번만 수강,2008,FAL,EEE
NULL,EEE3132,02,전자회로II,3,"월 13:30~14:45 AS412 , 금 12:00~13:15",안길초,32,O,O,,"짝수학번만 수강,영어강의",2008,FAL,EEE
NULL,EEE3142,01,디지털제어,3,"화,목 10:30~11:45 AS305",이쾌희,16,,O,,,2008,FAL,EEE
